2815077014,30380195
2815077014,973580430594068480
2815077014,16912124
2815077014,47269394
2815077014,1247066262305255427
2815077014,74629807
2815077014,21212087
2815077014,4923099150
2815077014,861277840020471808
2815077014,15973037
2815077014,221106001
2815077014,21986589
2815077014,382763253
2815077014,596687292
2815077014,80651045
2815077014,24789175
2815077014,229005889
2815077014,427505253
2815077014,1561140974
2815077014,239210681
2815077014,30844417
2815077014,24889586
2815077014,500069464
2815077014,841512265413197824
2815077014,1070381494999236608
2815077014,4625037762
2815077014,1499527722
2815077014,591797093
2815077014,1480223102
2815077014,1195847613628612608
2815077014,2916305152
2815077014,130076256
2815077014,2577596593
2815077014,19541556
2815077014,771267202762670081
2815077014,1123336792021897216
2815077014,537861776
2815077014,15464697
2815077014,15278016
2815077014,1067218780806307841
2815077014,291475438
2815077014,13075702
2815077014,885768944
2815077014,783792992
2815077014,36434049
2815077014,1059680847425527808
2815077014,114485232
2815077014,1011470511757410304
2815077014,771152516
2815077014,138203134
2815077014,107854338
2815077014,942128313606254597
2815077014,973677551607463936
2815077014,2286218053
2815077014,893882282175471616
2815077014,3050272306
2815077014,804775
2815077014,65375759
2815077014,1915033663
2815077014,2758342215
2815077014,1720046887
2815077014,19968025
2815077014,3296271
2815077014,48459936
2815077014,7005182
2815077014,911297187664949248
2815077014,454099919
2815077014,96135022
2815077014,18059898
2815077014,322636963
2815077014,748528569064710145
2815077014,7459192
2815077014,21176973
2815077014,2967221722
2815077014,399948170
2815077014,451586190
2815077014,47475039
2815077014,4417968213
2815077014,774045959588290560
2815077014,159225370
2815077014,20479813
2815077014,1177048016
2815077014,39547749
2815077014,257287707
2815077014,118470043
2815077014,19044996
2815077014,2329066872
2815077014,62576091
2815077014,118263124
2815077014,5746452
2815077014,2384071
2815077014,33423
2815077014,989
2815077014,50393960
2815077014,11388132
2815077014,5763262
2815077014,42226885
2815077014,858051
2815077014,93957809
95807398,1135017996
95807398,413274241
95807398,1385228159604465667
95807398,731538535795163136
95807398,1366256262921523205
95807398,1076791695407308801
95807398,51695319
95807398,2235729541
95807398,35473191
95807398,3055871650
